action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12602102,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCOCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '11.71', 'le': '0.22', 'lle': '1.38', 'sei': '8.13'}",CHEMBL183184,,CHEMBL183184,4.66,1,http://www.openphacts.org/units/Nanomolar,1838605,=,1,1,=,,IC50,nM,,22100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,22.1
,,12602103,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCOCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '12.61', 'le': '0.24', 'lle': '2.12', 'sei': '8.45'}",CHEMBL182251,,CHEMBL182251,4.84,1,http://www.openphacts.org/units/Nanomolar,1838604,=,1,1,=,,IC50,nM,,14600.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,14.6
,,12602104,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCCC3)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.41', 'le': '0.32', 'lle': '2.45', 'sei': '14.35'}",CHEMBL180413,,CHEMBL180413,6.89,1,http://www.openphacts.org/units/Nanomolar,1838603,=,1,1,=,,IC50,nM,,130.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.13
,,12602105,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.89', 'le': '0.33', 'lle': '2.94', 'sei': '14.22'}",CHEMBL180145,,CHEMBL180145,6.82,1,http://www.openphacts.org/units/Nanomolar,1838814,=,1,1,=,,IC50,nM,,150.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.15
,,12602106,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '13.77', 'le': '0.26', 'lle': '1.01', 'sei': '11.35'}",CHEMBL362238,,CHEMBL362238,5.45,1,http://www.openphacts.org/units/Nanomolar,1838813,=,1,1,=,,IC50,nM,,3580.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,3.58
,,12602107,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '14.41', 'le': '0.27', 'lle': '1.62', 'sei': '11.45'}",CHEMBL181216,,CHEMBL181216,5.50,1,http://www.openphacts.org/units/Nanomolar,1838812,=,1,1,=,,IC50,nM,,3180.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,3.18
,,12602108,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCC3)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.97', 'le': '0.33', 'lle': '2.80', 'sei': '14.28'}",CHEMBL180442,,CHEMBL180442,6.85,1,http://www.openphacts.org/units/Nanomolar,1838811,=,1,1,=,,IC50,nM,,140.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.14
,,12602109,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '19.87', 'le': '0.37', 'lle': '3.81', 'sei': '15.21'}",CHEMBL180483,,CHEMBL180483,7.30,1,http://www.openphacts.org/units/Nanomolar,1838810,=,1,1,=,,IC50,nM,,50.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.05
,,12602110,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '14.96', 'le': '0.28', 'lle': '1.66', 'sei': '11.89'}",CHEMBL182252,,CHEMBL182252,5.71,1,http://www.openphacts.org/units/Nanomolar,1838809,=,1,1,=,,IC50,nM,,1960.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,1.96
,,12602111,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCC3)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '15.17', 'le': '0.28', 'lle': '2.09', 'sei': '11.61'}",CHEMBL362583,,CHEMBL362583,5.58,1,http://www.openphacts.org/units/Nanomolar,1838808,=,1,1,=,,IC50,nM,,2660.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,2.66
,,12602112,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.36', 'le': '0.32', 'lle': '2.37', 'sei': '13.87'}",CHEMBL181125,,CHEMBL181125,6.66,1,http://www.openphacts.org/units/Nanomolar,1838807,=,1,1,=,,IC50,nM,,220.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.22
,,12602113,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '18.95', 'le': '0.35', 'lle': '3.27', 'sei': '14.58'}",CHEMBL180437,,CHEMBL180437,7.00,1,http://www.openphacts.org/units/Nanomolar,1838806,=,1,1,=,,IC50,nM,,100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.1
,,12602114,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '15.30', 'le': '0.29', 'lle': '1.58', 'sei': '12.22'}",CHEMBL180640,,CHEMBL180640,5.87,1,http://www.openphacts.org/units/Nanomolar,1838805,=,1,1,=,,IC50,nM,,1360.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,1.36
,,12602115,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '15.27', 'le': '0.29', 'lle': '1.91', 'sei': '11.75'}",CHEMBL180645,,CHEMBL180645,5.64,1,http://www.openphacts.org/units/Nanomolar,1838804,=,1,1,=,,IC50,nM,,2280.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,2.28
,,12602116,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N(C)C)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '19.20', 'le': '0.36', 'lle': '3.31', 'sei': '14.22'}",CHEMBL178152,,CHEMBL178152,6.82,1,http://www.openphacts.org/units/Nanomolar,1838803,=,1,1,=,,IC50,nM,,150.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.15
,,12602117,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN(C)C)cc1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '19.56', 'le': '0.36', 'lle': '3.73', 'sei': '13.91'}",CHEMBL435897,,CHEMBL435897,6.68,1,http://www.openphacts.org/units/Nanomolar,1838802,=,1,1,=,,IC50,nM,,210.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.21
,,12602118,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N(C)C)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.12', 'le': '0.32', 'lle': '2.58', 'sei': '12.68'}",CHEMBL541980,,CHEMBL541980,6.09,1,http://www.openphacts.org/units/Nanomolar,1838801,=,1,1,=,,IC50,nM,,820.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.82
,,12602119,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN(C)C)c1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '17.45', 'le': '0.33', 'lle': '3.01', 'sei': '12.41'}",CHEMBL181310,,CHEMBL181310,5.96,1,http://www.openphacts.org/units/Nanomolar,1838620,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,1.1
,,12602120,[],CHEMBL3069985,Inhibition of acetylcholinesterase in Rattus norvegicus (rat) cortex by Ellman method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL3046949,Med Chem Res,2013,"{'bei': '20.54', 'le': '0.38', 'lle': '3.44', 'sei': '20.11'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.80,1,http://www.openphacts.org/units/Nanomolar,1838619,=,1,1,=,,IC50,nM,,16.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,umol/L,UO_0000065,,0.016
,,12610331,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cc(OC)c(OC(=O)Nc3ccccc3)c([N+](=O)[O-])c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '15.65', 'le': '0.29', 'lle': '2.80', 'sei': '5.71'}",CHEMBL2299035,,CHEMBL2299035,7.74,0,http://www.openphacts.org/units/Nanomolar,1840079,=,1,1,=,,IC50,nM,,18.2,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,18.2
,,12610332,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cc(OC)c(OC(=O)Nc3ccccc3)c(OC)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '16.69', 'le': '0.31', 'lle': '2.96', 'sei': '7.88'}",CHEMBL2299049,,CHEMBL2299049,8.00,0,http://www.openphacts.org/units/Nanomolar,1840094,=,1,1,=,,IC50,nM,,9.9,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,9.9
,,12610333,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(OC(=O)Nc3ccccc3)c(OC)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '17.56', 'le': '0.33', 'lle': '2.86', 'sei': '8.55'}",CHEMBL2299048,,CHEMBL2299048,7.89,0,http://www.openphacts.org/units/Nanomolar,1840093,=,1,1,=,,IC50,nM,,12.8,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,12.8
,,12610334,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC(=O)Nc3ccccc3)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '17.33', 'le': '0.32', 'lle': '2.76', 'sei': '8.44'}",CHEMBL2299047,,CHEMBL2299047,7.79,0,http://www.openphacts.org/units/Nanomolar,1840092,=,1,1,=,,IC50,nM,,16.3,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,16.3
,,12610335,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(OC(=O)Nc3ccccc3)cc1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '18.42', 'le': '0.34', 'lle': '2.71', 'sei': '9.30'}",CHEMBL2299046,,CHEMBL2299046,7.73,0,http://www.openphacts.org/units/Nanomolar,1840091,=,1,1,=,,IC50,nM,,18.8,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,18.8
,,12610336,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cccc(OC(=O)Nc3ccccc3)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '18.38', 'le': '0.34', 'lle': '2.69', 'sei': '9.28'}",CHEMBL2299045,,CHEMBL2299045,7.71,0,http://www.openphacts.org/units/Nanomolar,1840090,=,1,1,=,,IC50,nM,,19.6,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,19.6
,,12610337,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OO)cc2c1C(=O)CC(c1ccccc1OC(=O)Nc1ccccc1)O2,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '18.20', 'le': '0.34', 'lle': '2.81', 'sei': '7.42'}",CHEMBL2299044,,CHEMBL2299044,7.67,0,http://www.openphacts.org/units/Nanomolar,1840089,=,1,1,=,,IC50,nM,,21.5,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,21.5
,,12610338,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cc(OC)c(O)c([N+](=O)[O-])c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '18.48', 'le': '0.35', 'lle': '3.91', 'sei': '5.91'}",CHEMBL2299043,,CHEMBL2299043,6.94,0,http://www.openphacts.org/units/Nanomolar,1840088,=,1,1,=,,IC50,nM,,116.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,116.0
,,12610339,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cc(OC)c(O)c(OC)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '19.34', 'le': '0.37', 'lle': '3.84', 'sei': '8.35'}",CHEMBL2299042,,CHEMBL2299042,6.97,0,http://www.openphacts.org/units/Nanomolar,1840087,=,1,1,=,,IC50,nM,,107.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,107.0
,,12610340,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(O)c(OC)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '21.04', 'le': '0.40', 'lle': '3.83', 'sei': '9.37'}",CHEMBL2299041,,CHEMBL2299041,6.95,0,http://www.openphacts.org/units/Nanomolar,1840086,=,1,1,=,,IC50,nM,,112.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,112.0
,,12610341,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '21.02', 'le': '0.40', 'lle': '3.82', 'sei': '9.35'}",CHEMBL2299040,,CHEMBL2299040,6.94,0,http://www.openphacts.org/units/Nanomolar,1840085,=,1,1,=,,IC50,nM,,114.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,114.0
,,12610342,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccc(O)cc1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '23.07', 'le': '0.43', 'lle': '3.81', 'sei': '10.66'}",CHEMBL2299039,,CHEMBL2299039,6.93,0,http://www.openphacts.org/units/Nanomolar,1840084,=,1,1,=,,IC50,nM,,118.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,118.0
,,12610343,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1cccc(O)c1)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '23.06', 'le': '0.43', 'lle': '3.80', 'sei': '10.65'}",CHEMBL2299038,,CHEMBL2299038,6.92,0,http://www.openphacts.org/units/Nanomolar,1840083,=,1,1,=,,IC50,nM,,119.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,119.0
,,12610344,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(c1)OC(c1ccccc1O)CC2=O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '23.05', 'le': '0.43', 'lle': '3.80', 'sei': '10.65'}",CHEMBL2299037,,CHEMBL2299037,6.92,0,http://www.openphacts.org/units/Nanomolar,1840082,=,1,1,=,,IC50,nM,,120.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,120.0
,,12610345,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '20.20', 'le': '0.37', 'lle': '3.31', 'sei': '19.78'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.67,1,http://www.openphacts.org/units/Nanomolar,1840081,=,1,1,=,,IC50,nM,,21.5,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,21.5
,,12610346,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C2CC(=O)c3ccccc3O2)cc([N+](=O)[O-])c1OC(=O)Nc1ccccc1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '17.30', 'le': '0.32', 'lle': '2.60', 'sei': '6.42'}",CHEMBL2299036,,CHEMBL2299036,7.52,0,http://www.openphacts.org/units/Nanomolar,1840080,=,1,1,=,,IC50,nM,,30.5,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,30.5
,,12610347,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C2CC(=O)c3ccccc3O2)cc(OC)c1OC(=O)Nc1ccccc1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '18.39', 'le': '0.34', 'lle': '2.69', 'sei': '9.28'}",CHEMBL2299226,,CHEMBL2299226,7.71,0,http://www.openphacts.org/units/Nanomolar,1840352,=,1,1,=,,IC50,nM,,19.3,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,19.3
,,12610348,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C2CC(=O)c3ccccc3O2)ccc1OC(=O)Nc1ccccc1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '19.67', 'le': '0.36', 'lle': '2.65', 'sei': '10.37'}",CHEMBL2299225,,CHEMBL2299225,7.66,0,http://www.openphacts.org/units/Nanomolar,1840351,=,1,1,=,,IC50,nM,,21.9,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,21.9
,,12610349,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2CC(=O)c3ccccc3O2)cc1OC(=O)Nc1ccccc1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '19.41', 'le': '0.36', 'lle': '2.55', 'sei': '10.23'}",CHEMBL2299224,,CHEMBL2299224,7.56,0,http://www.openphacts.org/units/Nanomolar,1840350,=,1,1,=,,IC50,nM,,27.6,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,27.6
,,12610350,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)Oc1ccc(C2CC(=O)c3ccccc3O2)cc1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '20.69', 'le': '0.38', 'lle': '2.44', 'sei': '11.50'}",CHEMBL2299223,,CHEMBL2299223,7.43,0,http://www.openphacts.org/units/Nanomolar,1840349,=,1,1,=,,IC50,nM,,36.7,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,36.7
,,12610351,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)Oc1cccc(C2CC(=O)c3ccccc3O2)c1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '20.62', 'le': '0.37', 'lle': '2.41', 'sei': '11.47'}",CHEMBL2299222,,CHEMBL2299222,7.41,0,http://www.openphacts.org/units/Nanomolar,1840348,=,1,1,=,,IC50,nM,,38.8,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,38.8
,,12610352,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)Oc1ccccc1C1CC(=O)c2ccccc2O1,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '20.59', 'le': '0.37', 'lle': '2.40', 'sei': '11.45'}",CHEMBL2299221,,CHEMBL2299221,7.40,0,http://www.openphacts.org/units/Nanomolar,1840347,=,1,1,=,,IC50,nM,,39.9,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,39.9
,,12610353,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C2CC(=O)c3ccccc3O2)cc([N+](=O)[O-])c1O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '21.70', 'le': '0.41', 'lle': '3.82', 'sei': '6.92'}",CHEMBL2299052,,CHEMBL2299052,6.84,0,http://www.openphacts.org/units/Nanomolar,1840101,=,1,1,=,,IC50,nM,,144.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,144.0
,,12610354,[],CHEMBL3075829,Inhibition of AchE in Rattus norvegicus (rat) cortex homogenates by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C2CC(=O)c3ccccc3O2)cc(OC)c1O,,,CHEMBL3044994,Med Chem Res,2013,"{'bei': '22.92', 'le': '0.43', 'lle': '3.76', 'sei': '10.59'}",CHEMBL2299051,,CHEMBL2299051,6.88,0,http://www.openphacts.org/units/Nanomolar,1840100,=,1,1,=,,IC50,nM,,131.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,131.0
